,game,team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,year_month
4572,MIN @ HOU 2018-04-15,HOU,240.0,39.0,83.0,0.47,10.0,37.0,0.27,16.0,23.0,0.696,8.0,29.0,37.0,15.0,8.0,8.0,11.0,19.0,104.0,,0.5579999999999999,0.53,0.446,0.27699999999999997,18.2,72.5,44.0,38.5,8.6,14.0,10.6,100.0,112.1,108.8,201804
4573,MIN @ HOU 2018-04-15,MIN,240.0,35.0,80.0,0.43799999999999994,8.0,23.0,0.348,23.0,28.0,0.821,11.0,36.0,47.0,22.0,3.0,2.0,13.0,19.0,101.0,,0.547,0.488,0.28800000000000003,0.35,27.5,81.8,56.0,62.9,3.2,4.3,12.3,100.0,108.8,112.1,201804
4574,MIN @ HOU 2018-04-18,HOU,240.0,35.0,96.0,0.365,16.0,52.0,0.308,16.0,21.0,0.762,12.0,42.0,54.0,22.0,8.0,9.0,9.0,17.0,102.0,,0.485,0.44799999999999995,0.542,0.21899999999999997,21.8,82.4,50.9,62.9,8.2,14.5,7.9,100.0,105.0,84.4,201804
4575,MIN @ HOU 2018-04-18,MIN,240.0,31.0,80.0,0.38799999999999996,5.0,18.0,0.278,15.0,21.0,0.7140000000000001,9.0,43.0,52.0,15.0,7.0,7.0,16.0,16.0,82.0,,0.45899999999999996,0.419,0.225,0.263,17.6,78.2,49.1,48.4,7.2,15.9,15.2,100.0,84.4,105.0,201804
4576,MIN @ HOU 2018-04-25,HOU,240.0,45.0,88.0,0.511,18.0,44.0,0.409,14.0,19.0,0.737,8.0,32.0,40.0,29.0,3.0,5.0,4.0,17.0,122.0,,0.633,0.614,0.5,0.21600000000000003,19.5,86.5,51.3,64.4,3.3,8.3,4.0,100.0,135.6,115.6,201804
4577,MIN @ HOU 2018-04-25,MIN,240.0,40.0,79.0,0.506,9.0,19.0,0.474,15.0,20.0,0.75,5.0,33.0,38.0,23.0,2.0,3.0,8.0,18.0,104.0,,0.5920000000000001,0.563,0.24100000000000002,0.253,13.5,80.5,48.7,57.5,2.2,6.8,8.4,100.0,115.6,135.6,201804
4578,MIN @ IND 2015-11-13,IND,240.0,41.0,86.0,0.47700000000000004,10.0,25.0,0.4,15.0,23.0,0.652,12.0,28.0,40.0,23.0,9.0,5.0,11.0,9.0,107.0,,0.557,0.535,0.29100000000000004,0.267,27.9,77.8,50.6,56.1,9.7,7.9,10.3,100.0,114.9,110.6,201511
4579,MIN @ IND 2015-11-13,MIN,240.0,42.0,83.0,0.506,7.0,20.0,0.35,12.0,13.0,0.9229999999999999,8.0,31.0,39.0,16.0,5.0,0.0,15.0,19.0,103.0,,0.58,0.5479999999999999,0.24100000000000002,0.157,22.2,72.1,49.4,38.1,5.4,0.0,14.5,100.0,110.6,114.9,201511
4580,MIN @ IND 2017-03-28,IND,240.0,40.0,81.0,0.494,5.0,18.0,0.278,29.0,35.0,0.8290000000000001,11.0,26.0,37.0,25.0,8.0,5.0,14.0,22.0,114.0,,0.591,0.525,0.222,0.43200000000000005,31.4,70.3,51.4,62.5,8.5,8.6,12.7,100.0,120.7,121.7,201703
4581,MIN @ IND 2017-03-28,MIN,240.0,37.0,78.0,0.474,9.0,20.0,0.45,32.0,37.0,0.865,11.0,24.0,35.0,22.0,10.0,9.0,14.0,22.0,115.0,,0.61,0.532,0.256,0.474,29.7,68.6,48.6,59.5,10.6,14.3,12.9,100.0,121.7,120.7,201703
4582,MIN @ IND 2017-12-31,IND,240.0,33.0,85.0,0.38799999999999996,10.0,25.0,0.4,14.0,18.0,0.778,13.0,30.0,43.0,20.0,3.0,5.0,16.0,18.0,90.0,,0.484,0.447,0.294,0.212,29.5,69.8,49.4,60.6,3.3,7.5,14.7,100.0,99.9,118.8,201712
4583,MIN @ IND 2017-12-31,MIN,240.0,41.0,86.0,0.47700000000000004,4.0,19.0,0.21100000000000002,21.0,25.0,0.84,13.0,31.0,44.0,20.0,11.0,8.0,7.0,20.0,107.0,,0.552,0.5,0.221,0.29100000000000004,30.2,70.5,50.6,48.8,12.2,13.3,6.7,100.0,118.8,99.9,201712
4584,MIN @ LAC 2015-11-29,LAC,240.0,39.0,75.0,0.52,8.0,22.0,0.364,21.0,33.0,0.636,7.0,32.0,39.0,24.0,3.0,5.0,13.0,21.0,107.0,,0.598,0.573,0.293,0.44,17.9,82.1,50.0,61.5,3.2,7.6,12.7,100.0,113.2,104.7,201511
4585,MIN @ LAC 2015-11-29,MIN,240.0,37.0,82.0,0.451,8.0,16.0,0.5,17.0,21.0,0.81,7.0,32.0,39.0,21.0,7.0,3.0,13.0,27.0,99.0,,0.5429999999999999,0.5,0.195,0.256,17.9,82.1,50.0,56.8,7.4,5.7,12.5,100.0,104.7,113.2,201511
4586,MIN @ LAC 2016-02-03,LAC,240.0,33.0,75.0,0.44,11.0,32.0,0.344,25.0,34.0,0.735,11.0,24.0,35.0,20.0,10.0,6.0,13.0,22.0,102.0,,0.5670000000000001,0.513,0.42700000000000005,0.45299999999999996,25.6,70.6,45.5,60.6,11.1,10.0,12.6,100.0,113.0,119.6,201602
4587,MIN @ LAC 2016-02-03,MIN,240.0,39.0,77.0,0.506,8.0,17.0,0.47100000000000003,22.0,26.0,0.846,10.0,32.0,42.0,24.0,6.0,3.0,15.0,24.0,108.0,,0.611,0.5579999999999999,0.221,0.33799999999999997,29.4,74.4,54.5,61.5,6.6,7.0,14.5,100.0,119.6,113.0,201602
4588,MIN @ LAC 2017-01-19,LAC,240.0,42.0,87.0,0.483,4.0,22.0,0.182,13.0,24.0,0.542,14.0,27.0,41.0,24.0,9.0,6.0,11.0,21.0,101.0,,0.518,0.506,0.253,0.276,31.8,67.5,48.8,57.1,9.8,8.8,10.1,100.0,109.8,113.1,201701
4589,MIN @ LAC 2017-01-19,MIN,240.0,40.0,84.0,0.47600000000000003,5.0,16.0,0.313,19.0,25.0,0.76,13.0,30.0,43.0,25.0,3.0,2.0,13.0,21.0,104.0,,0.547,0.506,0.19,0.298,32.5,68.2,51.2,62.5,3.3,3.1,12.0,100.0,113.1,109.8,201701
4590,MIN @ LAC 2017-12-06,LAC,240.0,44.0,99.0,0.444,10.0,32.0,0.313,9.0,15.0,0.6,17.0,26.0,43.0,23.0,6.0,3.0,9.0,17.0,107.0,,0.507,0.495,0.32299999999999995,0.152,30.9,76.5,48.3,52.3,6.3,4.8,7.9,100.0,111.5,117.8,201712
4591,MIN @ LAC 2017-12-06,MIN,240.0,45.0,82.0,0.5489999999999999,7.0,19.0,0.368,16.0,21.0,0.762,8.0,38.0,46.0,29.0,4.0,7.0,15.0,17.0,113.0,,0.619,0.591,0.23199999999999998,0.256,23.5,69.1,51.7,64.4,4.2,10.4,14.1,100.0,117.8,111.5,201712
4592,MIN @ LAC 2018-01-22,LAC,240.0,47.0,84.0,0.56,9.0,27.0,0.33299999999999996,15.0,22.0,0.682,8.0,32.0,40.0,31.0,4.0,1.0,17.0,27.0,118.0,,0.63,0.613,0.321,0.262,21.6,64.0,46.0,66.0,4.0,1.4,15.4,100.0,116.6,124.5,201801
4593,MIN @ LAC 2018-01-22,MIN,240.0,43.0,91.0,0.473,7.0,22.0,0.318,33.0,39.0,0.846,18.0,29.0,47.0,20.0,5.0,4.0,13.0,22.0,126.0,,0.5820000000000001,0.511,0.242,0.429,36.0,78.4,54.0,46.5,4.9,7.0,10.7,100.0,124.5,116.6,201801
4594,MIN @ LAL 2015-10-28,LAL,240.0,35.0,90.0,0.389,9.0,34.0,0.265,32.0,35.0,0.914,12.0,36.0,48.0,18.0,2.0,4.0,13.0,29.0,111.0,,0.527,0.439,0.37799999999999995,0.389,26.7,85.7,55.2,51.4,2.0,6.3,11.0,100.0,110.9,111.9,201510
4595,MIN @ LAL 2015-10-28,MIN,240.0,38.0,83.0,0.45799999999999996,5.0,20.0,0.25,31.0,37.0,0.838,6.0,33.0,39.0,24.0,3.0,4.0,8.0,26.0,112.0,,0.564,0.488,0.24100000000000002,0.446,14.3,73.3,44.8,63.2,3.0,7.1,7.5,100.0,111.9,110.9,201510
4596,MIN @ LAL 2016-02-02,LAL,240.0,40.0,80.0,0.5,12.0,26.0,0.462,27.0,35.0,0.7709999999999999,7.0,24.0,31.0,23.0,9.0,2.0,9.0,24.0,119.0,,0.624,0.575,0.325,0.43799999999999994,21.9,75.0,48.4,57.5,9.5,3.2,8.6,100.0,125.6,121.3,201602
4597,MIN @ LAL 2016-02-02,MIN,240.0,46.0,80.0,0.575,4.0,17.0,0.235,19.0,25.0,0.76,8.0,25.0,33.0,36.0,6.0,4.0,15.0,21.0,115.0,,0.632,0.6,0.213,0.313,25.0,78.1,51.6,78.3,6.3,7.4,14.2,100.0,121.3,125.6,201602
4598,MIN @ LAL 2017-03-24,LAL,265.0,46.0,88.0,0.523,14.0,23.0,0.609,24.0,28.0,0.857,9.0,33.0,42.0,26.0,6.0,2.0,20.0,23.0,130.0,,0.648,0.602,0.261,0.318,26.5,73.3,53.2,56.5,5.7,2.7,16.6,100.0,123.7,113.3,201703
4599,MIN @ LAL 2017-03-24,MIN,265.0,46.0,95.0,0.484,7.0,21.0,0.33299999999999996,20.0,22.0,0.909,12.0,25.0,37.0,32.0,13.0,10.0,13.0,20.0,119.0,,0.568,0.521,0.221,0.23199999999999998,26.7,73.5,46.8,69.6,12.4,15.4,11.0,100.0,113.3,123.7,201703
4600,MIN @ LAL 2017-04-09,LAL,240.0,42.0,86.0,0.488,10.0,27.0,0.37,16.0,20.0,0.8,12.0,28.0,40.0,26.0,10.0,8.0,16.0,23.0,110.0,,0.58,0.547,0.314,0.233,26.7,77.8,49.4,61.9,10.3,12.3,14.4,100.0,113.2,112.2,201704
4601,MIN @ LAL 2017-04-09,MIN,240.0,40.0,80.0,0.5,3.0,15.0,0.2,26.0,31.0,0.8390000000000001,8.0,33.0,41.0,27.0,8.0,6.0,14.0,16.0,109.0,,0.5820000000000001,0.519,0.188,0.38799999999999996,22.2,73.3,50.6,67.5,8.2,10.2,13.0,100.0,112.2,113.2,201704
4602,MIN @ LAL 2017-12-25,LAL,240.0,40.0,92.0,0.435,10.0,30.0,0.33299999999999996,14.0,20.0,0.7,13.0,24.0,37.0,21.0,10.0,1.0,12.0,16.0,104.0,,0.516,0.489,0.326,0.217,27.1,77.4,46.8,52.5,10.4,1.9,10.6,100.0,107.7,125.3,201712
4603,MIN @ LAL 2017-12-25,MIN,240.0,49.0,84.0,0.583,11.0,32.0,0.344,12.0,14.0,0.857,7.0,35.0,42.0,30.0,9.0,4.0,15.0,13.0,121.0,,0.6709999999999999,0.649,0.381,0.16699999999999998,22.6,72.9,53.2,61.2,9.3,6.5,14.3,100.0,125.3,107.7,201712
4604,MIN @ LAL 2018-04-06,LAL,240.0,31.0,79.0,0.392,8.0,24.0,0.33299999999999996,26.0,32.0,0.813,13.0,40.0,53.0,16.0,3.0,2.0,20.0,21.0,96.0,,0.516,0.44299999999999995,0.304,0.405,30.2,69.0,52.5,51.6,3.1,2.7,17.7,100.0,99.6,117.3,201804
4605,MIN @ LAL 2018-04-06,MIN,240.0,43.0,100.0,0.43,8.0,26.0,0.308,19.0,26.0,0.731,18.0,30.0,48.0,25.0,14.0,8.0,5.0,24.0,113.0,,0.507,0.47,0.26,0.26,31.0,69.8,47.5,58.1,14.5,14.5,4.3,100.0,117.3,99.6,201804
4606,MIN @ MEM 2016-02-19,MEM,240.0,40.0,82.0,0.488,7.0,21.0,0.33299999999999996,22.0,28.0,0.7859999999999999,11.0,31.0,42.0,17.0,13.0,5.0,14.0,24.0,109.0,,0.578,0.53,0.256,0.341,26.2,73.8,50.0,42.5,13.6,10.2,12.9,100.0,114.4,109.2,201602
4607,MIN @ MEM 2016-02-19,MIN,240.0,31.0,75.0,0.413,11.0,26.0,0.423,31.0,31.0,1.0,11.0,31.0,42.0,25.0,7.0,6.0,20.0,25.0,104.0,,0.5870000000000001,0.48700000000000004,0.34700000000000003,0.413,26.2,73.8,50.0,80.6,7.3,9.8,18.4,100.0,109.2,114.4,201602
4608,MIN @ MEM 2016-03-16,MEM,240.0,44.0,100.0,0.44,4.0,20.0,0.2,16.0,21.0,0.762,27.0,24.0,51.0,22.0,3.0,8.0,10.0,21.0,108.0,,0.494,0.46,0.2,0.21,50.9,77.4,60.7,50.0,3.4,16.0,8.4,100.0,122.2,129.0,201603
4609,MIN @ MEM 2016-03-16,MIN,240.0,40.0,71.0,0.563,10.0,21.0,0.47600000000000003,24.0,31.0,0.774,7.0,26.0,33.0,31.0,5.0,8.0,13.0,20.0,114.0,,0.6729999999999999,0.634,0.29600000000000004,0.43700000000000006,22.6,49.1,39.3,77.5,5.7,10.0,13.3,100.0,129.0,122.2,201603
4610,MIN @ MEM 2016-10-26,MEM,240.0,36.0,80.0,0.45,11.0,24.0,0.45799999999999996,19.0,27.0,0.7040000000000001,11.0,34.0,45.0,19.0,6.0,11.0,13.0,25.0,102.0,,0.555,0.519,0.3,0.33799999999999997,26.8,69.4,50.0,52.8,6.6,16.2,12.4,100.0,111.8,107.5,201610
4611,MIN @ MEM 2016-10-26,MIN,240.0,36.0,86.0,0.419,6.0,18.0,0.33299999999999996,20.0,29.0,0.69,15.0,30.0,45.0,20.0,6.0,5.0,10.0,23.0,98.0,,0.496,0.45299999999999996,0.209,0.337,30.6,73.2,50.0,55.6,6.6,8.9,9.2,100.0,107.5,111.8,201610
4612,MIN @ MEM 2016-11-19,MEM,240.0,29.0,76.0,0.382,2.0,18.0,0.111,33.0,38.0,0.868,13.0,33.0,46.0,15.0,8.0,7.0,9.0,19.0,93.0,,0.502,0.395,0.237,0.5,31.0,86.8,57.5,51.7,9.5,16.7,8.8,100.0,110.8,84.6,201611
4613,MIN @ MEM 2016-11-19,MIN,240.0,25.0,64.0,0.391,7.0,22.0,0.318,14.0,22.0,0.636,5.0,29.0,34.0,16.0,5.0,5.0,16.0,25.0,71.0,,0.48200000000000004,0.445,0.344,0.344,13.2,69.0,42.5,64.0,6.0,8.6,17.8,100.0,84.6,110.8,201611
4614,MIN @ MEM 2017-12-04,MEM,240.0,34.0,72.0,0.47200000000000003,6.0,21.0,0.28600000000000003,21.0,24.0,0.875,6.0,35.0,41.0,22.0,6.0,8.0,16.0,22.0,95.0,,0.575,0.514,0.292,0.33299999999999996,18.2,83.3,54.7,64.7,6.7,12.9,16.2,100.0,106.8,103.4,201712
4615,MIN @ MEM 2017-12-04,MIN,240.0,35.0,79.0,0.44299999999999995,4.0,17.0,0.235,18.0,19.0,0.9470000000000001,7.0,27.0,34.0,17.0,9.0,2.0,9.0,16.0,92.0,,0.527,0.46799999999999997,0.215,0.24100000000000002,16.7,81.8,45.3,48.6,10.1,3.9,9.3,100.0,103.4,106.8,201712
4616,MIN @ MIA 2015-11-17,MIA,240.0,36.0,79.0,0.456,5.0,24.0,0.20800000000000002,14.0,30.0,0.467,10.0,41.0,51.0,20.0,3.0,12.0,22.0,26.0,91.0,,0.493,0.48700000000000004,0.304,0.38,20.4,73.2,48.6,55.6,2.9,15.8,19.3,100.0,88.7,100.4,201511
4617,MIN @ MIA 2015-11-17,MIN,240.0,36.0,97.0,0.371,4.0,21.0,0.19,27.0,35.0,0.7709999999999999,15.0,39.0,54.0,14.0,12.0,5.0,8.0,26.0,103.0,,0.45799999999999996,0.392,0.21600000000000003,0.361,26.8,79.6,51.4,38.9,11.7,9.1,6.6,100.0,100.4,88.7,201511
4618,MIN @ MIA 2017-03-17,MIA,240.0,50.0,85.0,0.588,8.0,26.0,0.308,15.0,19.0,0.789,10.0,30.0,40.0,29.0,6.0,9.0,15.0,16.0,123.0,,0.659,0.635,0.306,0.22399999999999998,34.5,76.9,58.8,58.0,6.4,12.9,13.8,100.0,132.0,112.7,201703
4619,MIN @ MIA 2017-03-17,MIN,240.0,41.0,82.0,0.5,2.0,12.0,0.16699999999999998,21.0,22.0,0.955,9.0,19.0,28.0,14.0,6.0,6.0,11.0,21.0,105.0,,0.573,0.512,0.146,0.268,23.1,65.5,41.2,34.1,6.4,10.2,10.7,100.0,112.7,132.0,201703
4620,MIN @ MIA 2017-10-30,MIA,265.0,49.0,93.0,0.527,7.0,27.0,0.259,17.0,25.0,0.68,15.0,34.0,49.0,17.0,8.0,5.0,24.0,28.0,122.0,,0.5870000000000001,0.565,0.29,0.26899999999999996,33.3,77.3,55.1,34.7,7.3,7.4,18.8,100.0,110.8,113.6,201710
4621,MIN @ MIA 2017-10-30,MIN,265.0,41.0,91.0,0.451,11.0,23.0,0.478,32.0,35.0,0.914,10.0,30.0,40.0,20.0,16.0,4.0,16.0,25.0,125.0,,0.5870000000000001,0.511,0.253,0.385,22.7,66.7,44.9,48.8,14.5,6.1,13.1,100.0,113.6,110.8,201710
4622,MIN @ MIL 2016-03-04,MIL,240.0,43.0,83.0,0.518,14.0,24.0,0.583,16.0,20.0,0.8,9.0,28.0,37.0,24.0,13.0,6.0,18.0,19.0,116.0,,0.632,0.602,0.289,0.24100000000000002,24.3,65.1,46.3,55.8,13.0,9.2,16.4,100.0,116.4,101.3,201603
4623,MIN @ MIL 2016-03-04,MIN,240.0,42.0,87.0,0.483,7.0,22.0,0.318,10.0,14.0,0.7140000000000001,15.0,28.0,43.0,25.0,9.0,5.0,25.0,22.0,101.0,,0.542,0.523,0.253,0.161,34.9,75.7,53.8,59.5,9.0,8.5,21.2,100.0,101.3,116.4,201603
4624,MIN @ MIL 2017-03-11,MIL,240.0,37.0,80.0,0.46299999999999997,8.0,20.0,0.4,20.0,23.0,0.87,11.0,29.0,40.0,19.0,5.0,6.0,9.0,23.0,102.0,,0.5660000000000001,0.513,0.25,0.28800000000000003,28.9,72.5,51.3,51.4,5.8,8.8,9.1,100.0,117.7,109.6,201703
4625,MIN @ MIL 2017-03-11,MIN,240.0,37.0,81.0,0.457,5.0,13.0,0.385,16.0,21.0,0.762,11.0,27.0,38.0,21.0,4.0,4.0,12.0,22.0,95.0,,0.526,0.488,0.16,0.259,27.5,71.1,48.7,56.8,4.6,6.7,11.7,100.0,109.6,117.7,201703
4626,MIN @ MIL 2017-12-28,MIL,240.0,41.0,75.0,0.547,5.0,15.0,0.33299999999999996,15.0,16.0,0.938,7.0,29.0,36.0,23.0,10.0,0.0,16.0,18.0,102.0,,0.622,0.58,0.2,0.213,20.6,82.9,52.2,56.1,11.1,0.0,16.3,100.0,113.0,106.4,201712
4627,MIN @ MIL 2017-12-28,MIN,240.0,34.0,71.0,0.479,9.0,28.0,0.321,19.0,26.0,0.731,6.0,27.0,33.0,20.0,9.0,3.0,16.0,14.0,96.0,,0.5820000000000001,0.542,0.39399999999999996,0.366,17.1,79.4,47.8,58.8,10.0,5.0,16.3,100.0,106.4,113.0,201712
4628,MIN @ NOP 2016-01-19,MIN,240.0,36.0,76.0,0.474,3.0,14.0,0.214,24.0,31.0,0.774,12.0,27.0,39.0,18.0,10.0,7.0,16.0,21.0,99.0,,0.552,0.493,0.184,0.408,30.0,69.2,49.4,50.0,10.8,11.7,15.1,100.0,106.9,123.1,201601
4629,MIN @ NOP 2016-01-19,NOP,240.0,42.0,83.0,0.506,10.0,23.0,0.435,20.0,23.0,0.87,12.0,28.0,40.0,21.0,9.0,6.0,15.0,24.0,114.0,,0.612,0.5660000000000001,0.27699999999999997,0.27699999999999997,30.8,70.0,50.6,50.0,9.7,9.7,13.9,100.0,123.1,106.9,201601
4630,MIN @ NOP 2016-02-27,MIN,240.0,42.0,84.0,0.5,5.0,15.0,0.33299999999999996,23.0,30.0,0.767,7.0,37.0,44.0,28.0,9.0,5.0,11.0,21.0,112.0,,0.5760000000000001,0.53,0.179,0.35700000000000004,16.7,84.1,51.2,66.7,8.9,8.8,10.2,100.0,111.3,109.3,201602
4631,MIN @ NOP 2016-02-27,NOP,240.0,39.0,84.0,0.46399999999999997,10.0,27.0,0.37,22.0,26.0,0.846,7.0,35.0,42.0,22.0,9.0,4.0,15.0,24.0,110.0,,0.5760000000000001,0.524,0.321,0.31,15.9,83.3,48.8,56.4,8.9,5.8,13.6,100.0,109.3,111.3,201602
4632,MIN @ NOP 2016-11-23,MIN,240.0,33.0,86.0,0.384,3.0,17.0,0.17600000000000002,27.0,33.0,0.818,8.0,33.0,41.0,23.0,12.0,3.0,17.0,19.0,96.0,,0.478,0.401,0.198,0.384,16.3,89.2,47.7,69.7,11.3,5.1,14.5,100.0,90.7,110.5,201611
4633,MIN @ NOP 2016-11-23,NOP,240.0,45.0,83.0,0.542,9.0,24.0,0.375,18.0,23.0,0.7829999999999999,4.0,41.0,45.0,27.0,10.0,6.0,17.0,21.0,117.0,,0.628,0.596,0.289,0.27699999999999997,10.8,83.7,52.3,60.0,9.4,8.7,15.4,100.0,110.5,90.7,201611
4634,MIN @ NOP 2017-03-19,MIN,240.0,44.0,86.0,0.512,9.0,25.0,0.36,12.0,17.0,0.706,8.0,27.0,35.0,30.0,11.0,6.0,15.0,14.0,109.0,,0.583,0.564,0.29100000000000004,0.198,19.0,75.0,44.9,68.2,11.0,10.0,13.8,100.0,108.9,122.8,201703
4635,MIN @ NOP 2017-03-19,NOP,240.0,49.0,90.0,0.544,14.0,30.0,0.467,11.0,15.0,0.733,9.0,34.0,43.0,31.0,7.0,2.0,16.0,15.0,123.0,,0.637,0.622,0.33299999999999996,0.16699999999999998,25.0,81.0,55.1,63.3,7.0,3.3,14.2,100.0,122.8,108.9,201703
4636,MIN @ NOP 2017-11-01,MIN,240.0,41.0,83.0,0.494,6.0,22.0,0.273,16.0,24.0,0.667,11.0,36.0,47.0,20.0,13.0,3.0,21.0,21.0,104.0,,0.556,0.53,0.265,0.289,27.5,80.0,55.3,48.8,12.8,5.7,18.3,100.0,102.8,96.9,201711
4637,MIN @ NOP 2017-11-01,NOP,240.0,36.0,84.0,0.429,8.0,31.0,0.258,18.0,21.0,0.857,9.0,29.0,38.0,27.0,13.0,4.0,19.0,24.0,98.0,,0.526,0.47600000000000003,0.369,0.25,20.0,72.5,44.7,75.0,12.8,6.6,16.9,100.0,96.9,102.8,201711
4638,MIN @ NOP 2017-11-29,MIN,240.0,47.0,81.0,0.58,9.0,23.0,0.391,17.0,19.0,0.895,10.0,34.0,44.0,30.0,10.0,1.0,17.0,14.0,120.0,,0.6709999999999999,0.636,0.284,0.235,33.3,81.0,61.1,63.8,10.6,2.0,16.0,100.0,127.2,108.1,201711
4639,MIN @ NOP 2017-11-29,NOP,240.0,39.0,84.0,0.46399999999999997,14.0,35.0,0.4,10.0,11.0,0.909,8.0,20.0,28.0,27.0,8.0,2.0,16.0,17.0,102.0,,0.574,0.5479999999999999,0.41700000000000004,0.131,19.0,66.7,38.9,69.2,8.5,3.4,15.3,100.0,108.1,127.2,201711
4640,MIN @ NYK 2015-12-16,MIN,240.0,42.0,101.0,0.41600000000000004,4.0,21.0,0.19,14.0,14.0,1.0,16.0,34.0,50.0,21.0,12.0,2.0,7.0,23.0,102.0,,0.47600000000000003,0.436,0.20800000000000002,0.139,30.8,70.8,50.0,50.0,12.6,3.1,6.1,100.0,107.3,112.5,201512
4641,MIN @ NYK 2015-12-16,NYK,240.0,37.0,85.0,0.435,8.0,21.0,0.381,25.0,30.0,0.833,14.0,36.0,50.0,28.0,2.0,10.0,14.0,17.0,107.0,,0.545,0.48200000000000004,0.247,0.353,29.2,69.2,50.0,75.7,2.1,12.5,12.5,100.0,112.5,107.3,201512
4642,MIN @ NYK 2016-12-02,MIN,240.0,41.0,88.0,0.466,10.0,28.0,0.35700000000000004,22.0,24.0,0.917,13.0,30.0,43.0,25.0,6.0,6.0,14.0,25.0,114.0,,0.578,0.523,0.318,0.273,28.9,73.2,50.0,61.0,6.1,10.9,12.4,100.0,115.6,119.7,201612
4643,MIN @ NYK 2016-12-02,NYK,240.0,41.0,86.0,0.47700000000000004,12.0,31.0,0.387,24.0,30.0,0.8,11.0,32.0,43.0,26.0,9.0,6.0,15.0,18.0,118.0,,0.595,0.547,0.36,0.349,26.8,71.1,50.0,63.4,9.1,10.0,13.1,100.0,119.7,115.6,201612
4644,MIN @ NYK 2018-03-23,MIN,240.0,35.0,75.0,0.467,10.0,26.0,0.385,28.0,32.0,0.875,6.0,39.0,45.0,23.0,6.0,6.0,14.0,15.0,108.0,,0.606,0.5329999999999999,0.34700000000000003,0.42700000000000005,15.8,79.6,51.7,65.7,6.2,9.4,13.6,100.0,112.2,108.1,201803
4645,MIN @ NYK 2018-03-23,NYK,240.0,40.0,92.0,0.435,12.0,28.0,0.429,12.0,17.0,0.706,10.0,32.0,42.0,25.0,9.0,0.0,10.0,27.0,104.0,,0.523,0.5,0.304,0.185,20.4,84.2,48.3,62.5,9.4,0.0,9.1,100.0,108.1,112.2,201803
4646,MIN @ OKC 2016-01-15,MIN,240.0,34.0,85.0,0.4,5.0,12.0,0.41700000000000004,20.0,23.0,0.87,16.0,29.0,45.0,15.0,3.0,2.0,12.0,19.0,93.0,,0.489,0.429,0.141,0.271,36.4,70.7,52.9,44.1,3.4,3.0,11.2,100.0,105.1,127.7,201601
4647,MIN @ OKC 2016-01-15,OKC,240.0,47.0,89.0,0.528,5.0,23.0,0.217,14.0,22.0,0.636,12.0,28.0,40.0,31.0,10.0,7.0,6.0,21.0,113.0,,0.573,0.556,0.258,0.247,29.3,63.6,47.1,66.0,11.3,9.6,5.7,100.0,127.7,105.1,201601
4648,MIN @ OKC 2016-03-11,MIN,240.0,37.0,86.0,0.43,7.0,21.0,0.33299999999999996,18.0,21.0,0.857,6.0,31.0,37.0,22.0,12.0,7.0,12.0,23.0,99.0,,0.52,0.47100000000000003,0.244,0.244,13.6,66.0,40.7,59.5,12.0,12.3,11.2,100.0,99.1,96.1,201603
4649,MIN @ OKC 2016-03-11,OKC,240.0,36.0,84.0,0.429,6.0,27.0,0.222,18.0,25.0,0.72,16.0,38.0,54.0,15.0,3.0,7.0,24.0,24.0,96.0,,0.505,0.46399999999999997,0.321,0.298,34.0,86.4,59.3,41.7,3.0,10.8,20.2,100.0,96.1,99.1,201603
4650,MIN @ OKC 2016-11-05,MIN,240.0,33.0,84.0,0.39299999999999996,4.0,19.0,0.21100000000000002,22.0,29.0,0.759,17.0,24.0,41.0,12.0,7.0,8.0,17.0,19.0,92.0,,0.475,0.41700000000000004,0.226,0.345,36.2,68.6,50.0,36.4,7.5,11.4,14.9,100.0,98.6,120.0,201611
4651,MIN @ OKC 2016-11-05,OKC,240.0,45.0,86.0,0.523,7.0,16.0,0.43799999999999994,15.0,24.0,0.625,11.0,30.0,41.0,24.0,9.0,9.0,12.0,21.0,112.0,,0.58,0.564,0.18600000000000003,0.27899999999999997,31.4,63.8,50.0,53.3,9.6,13.8,11.1,100.0,120.0,98.6,201611
4652,MIN @ OKC 2016-12-25,MIN,240.0,39.0,83.0,0.47,4.0,12.0,0.33299999999999996,18.0,23.0,0.7829999999999999,11.0,25.0,36.0,19.0,11.0,2.0,12.0,21.0,100.0,,0.537,0.494,0.145,0.27699999999999997,25.0,73.5,46.2,48.7,11.7,3.4,11.4,100.0,106.6,119.3,201612
4653,MIN @ OKC 2016-12-25,OKC,240.0,42.0,82.0,0.512,8.0,24.0,0.33299999999999996,20.0,24.0,0.833,9.0,33.0,42.0,26.0,8.0,4.0,15.0,24.0,112.0,,0.605,0.561,0.293,0.293,26.5,75.0,53.8,61.9,8.5,5.6,13.9,100.0,119.3,106.6,201612
