,game,team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,year_month
2310,DET @ PHX 2018-03-20,DET,240.0,43.0,97.0,0.44299999999999995,15.0,36.0,0.41700000000000004,14.0,16.0,0.875,12.0,38.0,50.0,22.0,12.0,14.0,8.0,16.0,115.0,,0.5529999999999999,0.521,0.371,0.165,24.5,76.0,50.5,51.2,12.0,25.0,7.1,100.0,115.1,88.1,201803
2311,DET @ PHX 2018-03-20,PHX,240.0,34.0,90.0,0.37799999999999995,7.0,34.0,0.20600000000000002,13.0,20.0,0.65,12.0,37.0,49.0,22.0,1.0,8.0,19.0,16.0,88.0,,0.445,0.41700000000000004,0.37799999999999995,0.222,24.0,75.5,49.5,64.7,1.0,13.1,16.1,100.0,88.1,115.1,201803
2312,DET @ POR 2015-11-08,DET,240.0,47.0,96.0,0.49,11.0,30.0,0.36700000000000005,15.0,22.0,0.682,18.0,28.0,46.0,16.0,13.0,5.0,9.0,16.0,120.0,,0.568,0.547,0.313,0.22899999999999998,35.3,80.0,53.5,34.0,13.5,9.8,7.8,100.0,124.3,106.7,201511
2313,DET @ POR 2015-11-08,POR,240.0,41.0,76.0,0.539,9.0,25.0,0.36,12.0,18.0,0.667,7.0,33.0,40.0,24.0,5.0,2.0,22.0,22.0,103.0,,0.614,0.599,0.32899999999999996,0.237,20.0,64.7,46.5,58.5,5.2,3.0,20.8,100.0,106.7,124.3,201511
2314,DET @ POR 2017-01-08,DET,290.0,54.0,105.0,0.514,8.0,25.0,0.32,9.0,12.0,0.75,6.0,35.0,41.0,19.0,14.0,3.0,9.0,16.0,125.0,,0.5670000000000001,0.552,0.23800000000000002,0.114,14.6,83.3,49.4,35.2,12.7,4.8,7.5,100.0,113.0,112.1,201701
2315,DET @ POR 2017-01-08,POR,290.0,51.0,98.0,0.52,15.0,35.0,0.429,7.0,12.0,0.583,7.0,35.0,42.0,36.0,5.0,5.0,16.0,11.0,124.0,,0.6,0.597,0.35700000000000004,0.122,16.7,85.4,50.6,70.6,4.5,6.3,13.4,100.0,112.1,113.0,201701
2316,DET @ POR 2018-03-17,DET,240.0,31.0,80.0,0.38799999999999996,10.0,25.0,0.4,15.0,20.0,0.75,8.0,35.0,43.0,17.0,6.0,2.0,12.0,16.0,87.0,,0.49,0.45,0.313,0.25,16.7,79.5,46.7,54.8,6.5,3.6,11.9,100.0,93.7,107.7,201803
2317,DET @ POR 2018-03-17,POR,240.0,38.0,87.0,0.43700000000000006,8.0,31.0,0.258,16.0,18.0,0.889,9.0,40.0,49.0,23.0,8.0,8.0,11.0,17.0,100.0,,0.527,0.483,0.35600000000000004,0.207,20.5,83.3,53.3,60.5,8.6,14.5,10.4,100.0,107.7,93.7,201803
2318,DET @ SAC 2015-11-11,DET,240.0,34.0,89.0,0.382,9.0,32.0,0.281,15.0,20.0,0.75,14.0,31.0,45.0,16.0,10.0,3.0,16.0,20.0,92.0,,0.47,0.433,0.36,0.225,26.4,81.6,49.5,47.1,10.4,5.2,14.1,100.0,96.0,105.3,201511
2319,DET @ SAC 2015-11-11,SAC,240.0,37.0,74.0,0.5,9.0,16.0,0.563,18.0,24.0,0.75,7.0,39.0,46.0,20.0,7.0,2.0,18.0,20.0,101.0,,0.597,0.561,0.21600000000000003,0.324,18.4,73.6,50.5,54.1,7.3,3.5,17.6,100.0,105.3,96.0,201511
2320,DET @ SAC 2017-01-10,DET,240.0,36.0,82.0,0.439,12.0,27.0,0.444,10.0,16.0,0.625,8.0,27.0,35.0,14.0,12.0,9.0,12.0,24.0,94.0,,0.528,0.512,0.32899999999999996,0.195,19.5,69.2,43.8,38.9,13.5,18.0,11.9,100.0,105.7,112.4,201701
2321,DET @ SAC 2017-01-10,SAC,240.0,32.0,73.0,0.43799999999999994,13.0,23.0,0.565,23.0,29.0,0.7929999999999999,12.0,33.0,45.0,21.0,6.0,3.0,16.0,17.0,100.0,,0.583,0.527,0.315,0.397,30.8,80.5,56.3,65.6,6.7,5.5,15.7,100.0,112.4,105.7,201701
2322,DET @ SAC 2018-03-19,DET,240.0,37.0,79.0,0.46799999999999997,14.0,29.0,0.483,18.0,22.0,0.818,6.0,38.0,44.0,17.0,6.0,5.0,9.0,11.0,106.0,,0.598,0.557,0.36700000000000005,0.278,16.2,82.6,53.0,45.9,6.5,7.7,9.2,100.0,114.5,97.2,201803
2323,DET @ SAC 2018-03-19,SAC,240.0,40.0,88.0,0.455,6.0,23.0,0.261,4.0,9.0,0.444,8.0,31.0,39.0,23.0,7.0,3.0,13.0,21.0,90.0,,0.489,0.489,0.261,0.102,17.4,83.8,47.0,57.5,7.6,6.0,12.4,100.0,97.2,114.5,201803
2324,DET @ SAS 2016-03-02,DET,240.0,31.0,78.0,0.397,6.0,19.0,0.316,13.0,23.0,0.565,7.0,35.0,42.0,19.0,3.0,1.0,15.0,13.0,81.0,,0.46,0.436,0.244,0.295,16.3,87.5,50.6,61.3,3.3,1.4,14.5,100.0,88.0,105.4,201603
2325,DET @ SAS 2016-03-02,SAS,240.0,43.0,84.0,0.512,3.0,14.0,0.214,8.0,9.0,0.889,5.0,36.0,41.0,25.0,8.0,6.0,8.0,20.0,97.0,,0.551,0.53,0.16699999999999998,0.107,12.5,83.7,49.4,58.1,8.7,10.2,8.3,100.0,105.4,88.0,201603
2326,DET @ SAS 2016-11-11,DET,240.0,32.0,76.0,0.42100000000000004,5.0,25.0,0.2,17.0,21.0,0.81,9.0,33.0,42.0,14.0,2.0,4.0,11.0,14.0,86.0,,0.504,0.45399999999999996,0.32899999999999996,0.276,20.5,76.7,48.3,43.8,2.3,6.6,11.4,100.0,100.5,112.2,201611
2327,DET @ SAS 2016-11-11,SAS,240.0,36.0,81.0,0.444,9.0,20.0,0.45,15.0,19.0,0.789,10.0,35.0,45.0,24.0,8.0,2.0,8.0,13.0,96.0,,0.537,0.5,0.247,0.235,23.3,79.5,51.7,66.7,9.3,3.9,8.2,100.0,112.2,100.5,201611
2328,DET @ SAS 2017-12-04,DET,240.0,35.0,85.0,0.41200000000000003,8.0,27.0,0.29600000000000004,15.0,24.0,0.625,7.0,35.0,42.0,15.0,8.0,2.0,10.0,22.0,93.0,,0.48700000000000004,0.45899999999999996,0.318,0.282,14.6,77.8,45.2,42.9,8.5,3.9,9.5,100.0,98.7,101.9,201712
2329,DET @ SAS 2017-12-04,SAS,240.0,35.0,82.0,0.42700000000000005,14.0,31.0,0.452,12.0,12.0,1.0,10.0,41.0,51.0,30.0,2.0,7.0,16.0,20.0,96.0,,0.55,0.512,0.37799999999999995,0.146,22.2,85.4,54.8,85.7,2.1,12.1,15.5,100.0,101.9,98.7,201712
2330,DET @ TOR 2016-01-30,DET,240.0,39.0,87.0,0.44799999999999995,9.0,29.0,0.31,20.0,34.0,0.588,10.0,29.0,39.0,9.0,10.0,6.0,11.0,29.0,107.0,,0.525,0.5,0.33299999999999996,0.391,23.8,69.0,46.4,23.1,10.2,9.4,9.7,100.0,109.6,113.7,201601
2331,DET @ TOR 2016-01-30,TOR,240.0,36.0,78.0,0.462,4.0,14.0,0.28600000000000003,35.0,47.0,0.745,13.0,32.0,45.0,12.0,9.0,3.0,13.0,20.0,111.0,,0.562,0.48700000000000004,0.179,0.603,31.0,76.2,53.6,33.3,9.2,5.2,11.6,100.0,113.7,109.6,201601
2332,DET @ TOR 2016-10-26,DET,240.0,35.0,84.0,0.41700000000000004,4.0,22.0,0.182,17.0,22.0,0.773,8.0,32.0,40.0,17.0,8.0,0.0,13.0,24.0,91.0,,0.486,0.44,0.262,0.262,17.8,69.6,44.0,48.6,8.4,0.0,12.2,100.0,95.6,114.5,201610
2333,DET @ TOR 2016-10-26,TOR,240.0,41.0,86.0,0.47700000000000004,3.0,18.0,0.16699999999999998,24.0,29.0,0.828,14.0,37.0,51.0,17.0,8.0,0.0,11.0,22.0,109.0,,0.552,0.494,0.209,0.337,30.4,82.2,56.0,41.5,8.4,0.0,10.0,100.0,114.5,95.6,201610
2334,DET @ TOR 2017-02-12,DET,240.0,36.0,84.0,0.429,8.0,31.0,0.258,22.0,29.0,0.759,11.0,30.0,41.0,12.0,8.0,5.0,7.0,18.0,102.0,,0.527,0.47600000000000003,0.369,0.345,25.6,83.3,51.9,33.3,9.0,8.5,6.7,100.0,115.3,114.2,201702
2335,DET @ TOR 2017-02-12,TOR,240.0,38.0,75.0,0.507,8.0,16.0,0.5,17.0,25.0,0.68,6.0,32.0,38.0,18.0,4.0,5.0,9.0,18.0,101.0,,0.5870000000000001,0.56,0.213,0.33299999999999996,16.7,74.4,48.1,47.4,4.5,9.4,9.5,100.0,114.2,115.3,201702
2336,DET @ TOR 2018-01-17,DET,240.0,37.0,88.0,0.42,10.0,28.0,0.35700000000000004,7.0,15.0,0.467,11.0,31.0,42.0,22.0,14.0,7.0,14.0,20.0,91.0,,0.48100000000000004,0.47700000000000004,0.318,0.17,22.9,72.1,46.2,59.5,14.7,14.3,12.9,100.0,95.3,100.5,201801
2337,DET @ TOR 2018-01-17,TOR,240.0,34.0,80.0,0.425,11.0,31.0,0.355,17.0,23.0,0.7390000000000001,12.0,37.0,49.0,24.0,6.0,8.0,20.0,20.0,96.0,,0.5329999999999999,0.494,0.38799999999999996,0.28800000000000003,27.9,77.1,53.8,70.6,6.3,13.3,18.2,100.0,100.5,95.3,201801
2338,DET @ TOR 2018-02-26,DET,240.0,36.0,94.0,0.38299999999999995,7.0,22.0,0.318,15.0,20.0,0.75,13.0,29.0,42.0,20.0,11.0,3.0,13.0,22.0,94.0,,0.457,0.42,0.23399999999999999,0.213,24.1,82.9,47.2,55.6,11.0,7.1,11.2,100.0,93.9,122.8,201802
2339,DET @ TOR 2018-02-26,TOR,240.0,42.0,80.0,0.525,17.0,38.0,0.447,22.0,23.0,0.9570000000000001,6.0,41.0,47.0,31.0,10.0,7.0,18.0,18.0,123.0,,0.682,0.631,0.475,0.28800000000000003,17.1,75.9,52.8,73.8,10.0,9.7,16.6,100.0,122.8,93.9,201802
2340,DET @ UTA 2016-01-25,DET,240.0,34.0,75.0,0.45299999999999996,11.0,22.0,0.5,16.0,33.0,0.485,7.0,35.0,42.0,19.0,7.0,1.0,10.0,18.0,95.0,,0.531,0.527,0.293,0.44,15.9,74.5,46.2,55.9,7.7,1.8,10.0,100.0,104.1,100.8,201601
2341,DET @ UTA 2016-01-25,UTA,240.0,34.0,85.0,0.4,9.0,29.0,0.31,15.0,18.0,0.833,12.0,37.0,49.0,18.0,5.0,4.0,13.0,26.0,92.0,,0.495,0.45299999999999996,0.341,0.212,25.5,84.1,53.8,52.9,5.5,7.5,12.3,100.0,100.8,104.1,201601
2342,DET @ UTA 2017-01-13,DET,240.0,30.0,76.0,0.395,6.0,17.0,0.353,11.0,16.0,0.688,3.0,32.0,35.0,15.0,5.0,4.0,13.0,16.0,77.0,,0.46399999999999997,0.434,0.22399999999999998,0.21100000000000002,7.0,82.1,42.7,50.0,5.5,8.2,13.5,100.0,84.6,120.8,201701
2343,DET @ UTA 2017-01-13,UTA,240.0,43.0,80.0,0.5379999999999999,16.0,31.0,0.516,8.0,13.0,0.615,7.0,40.0,47.0,22.0,10.0,6.0,12.0,14.0,110.0,,0.642,0.638,0.38799999999999996,0.163,17.9,93.0,57.3,51.2,11.0,10.2,12.3,100.0,120.8,84.6,201701
2344,DET @ UTA 2018-03-13,DET,240.0,30.0,80.0,0.375,5.0,25.0,0.2,14.0,19.0,0.737,8.0,24.0,32.0,14.0,14.0,4.0,17.0,23.0,79.0,,0.447,0.406,0.313,0.23800000000000002,16.3,68.6,38.1,46.7,14.6,9.5,16.1,100.0,82.4,114.8,201803
2345,DET @ UTA 2018-03-13,UTA,240.0,42.0,76.0,0.5529999999999999,13.0,34.0,0.382,13.0,23.0,0.565,11.0,41.0,52.0,29.0,10.0,5.0,22.0,22.0,110.0,,0.639,0.638,0.447,0.303,31.4,83.7,61.9,69.0,10.4,9.1,20.3,100.0,114.8,82.4,201803
2346,DET @ WAS 2016-02-19,DET,240.0,35.0,82.0,0.42700000000000005,7.0,23.0,0.304,9.0,17.0,0.529,6.0,35.0,41.0,13.0,2.0,3.0,12.0,20.0,86.0,,0.48100000000000004,0.47,0.28,0.207,13.3,81.4,46.6,37.1,2.2,5.4,11.8,100.0,93.9,107.0,201602
2347,DET @ WAS 2016-02-19,WAS,240.0,36.0,78.0,0.462,7.0,22.0,0.318,19.0,26.0,0.731,8.0,39.0,47.0,26.0,5.0,5.0,9.0,20.0,98.0,,0.5479999999999999,0.506,0.282,0.33299999999999996,18.6,86.7,53.4,72.2,5.5,8.5,9.1,100.0,107.0,93.9,201602
2348,DET @ WAS 2016-03-14,DET,240.0,32.0,79.0,0.405,3.0,23.0,0.13,14.0,22.0,0.636,11.0,28.0,39.0,17.0,5.0,4.0,20.0,21.0,81.0,,0.457,0.424,0.29100000000000004,0.278,23.9,84.8,49.4,53.1,5.1,5.6,18.4,100.0,82.4,126.1,201603
2349,DET @ WAS 2016-03-14,WAS,240.0,51.0,90.0,0.5670000000000001,8.0,18.0,0.444,14.0,18.0,0.778,5.0,35.0,40.0,34.0,11.0,3.0,10.0,22.0,124.0,,0.633,0.611,0.2,0.2,15.2,76.1,50.6,66.7,11.2,5.4,9.3,100.0,126.1,82.4,201603
2350,DET @ WAS 2016-12-16,DET,240.0,42.0,86.0,0.488,10.0,28.0,0.35700000000000004,14.0,21.0,0.667,10.0,30.0,40.0,22.0,3.0,1.0,9.0,19.0,108.0,,0.5670000000000001,0.547,0.326,0.244,23.3,90.9,52.6,52.4,3.3,1.9,8.6,100.0,118.7,134.0,201612
2351,DET @ WAS 2016-12-16,WAS,240.0,44.0,77.0,0.5710000000000001,12.0,25.0,0.48,22.0,27.0,0.815,3.0,33.0,36.0,30.0,6.0,1.0,5.0,23.0,122.0,,0.6859999999999999,0.649,0.325,0.35100000000000003,9.1,76.7,47.4,68.2,6.6,1.7,5.3,100.0,134.0,118.7,201612
2352,DET @ WAS 2017-10-20,DET,240.0,43.0,87.0,0.494,10.0,23.0,0.435,15.0,20.0,0.75,10.0,23.0,33.0,19.0,12.0,1.0,19.0,32.0,111.0,,0.579,0.552,0.264,0.23,25.0,76.7,47.1,44.2,12.1,1.7,16.6,100.0,111.8,115.9,201710
2353,DET @ WAS 2017-10-20,WAS,240.0,40.0,75.0,0.5329999999999999,6.0,17.0,0.353,29.0,35.0,0.8290000000000001,7.0,30.0,37.0,25.0,12.0,7.0,16.0,18.0,115.0,,0.636,0.573,0.22699999999999998,0.467,23.3,75.0,52.9,62.5,12.1,10.9,15.0,100.0,115.9,111.8,201710
2354,DET @ WAS 2017-12-01,DET,240.0,35.0,79.0,0.44299999999999995,9.0,30.0,0.3,12.0,19.0,0.632,4.0,28.0,32.0,20.0,7.0,5.0,15.0,21.0,91.0,,0.521,0.5,0.38,0.24100000000000002,10.8,63.6,39.5,57.1,7.5,7.4,14.7,100.0,97.7,117.1,201712
2355,DET @ WAS 2017-12-01,WAS,240.0,43.0,89.0,0.483,7.0,21.0,0.33299999999999996,16.0,19.0,0.8420000000000001,16.0,33.0,49.0,28.0,12.0,6.0,11.0,20.0,109.0,,0.56,0.522,0.23600000000000002,0.213,36.4,89.2,60.5,65.1,12.9,12.2,10.2,100.0,117.1,97.7,201712
2356,GSW @ ATL 2016-02-22,ATL,240.0,36.0,86.0,0.419,10.0,34.0,0.294,10.0,16.0,0.625,8.0,39.0,47.0,23.0,7.0,7.0,17.0,17.0,92.0,,0.494,0.47700000000000004,0.395,0.18600000000000003,17.8,86.7,52.2,63.9,7.0,15.9,15.4,100.0,92.2,102.2,201602
2357,GSW @ ATL 2016-02-22,GSW,240.0,39.0,89.0,0.43799999999999994,14.0,45.0,0.311,10.0,12.0,0.833,6.0,37.0,43.0,30.0,14.0,8.0,13.0,17.0,102.0,,0.541,0.517,0.506,0.135,13.3,82.2,47.8,76.9,14.0,15.4,12.1,100.0,102.2,92.2,201602
2358,GSW @ ATL 2017-03-06,ATL,240.0,38.0,82.0,0.46299999999999997,13.0,28.0,0.46399999999999997,22.0,31.0,0.71,14.0,33.0,47.0,19.0,6.0,6.0,19.0,23.0,111.0,,0.58,0.5429999999999999,0.341,0.37799999999999995,31.8,71.7,52.2,50.0,6.2,14.0,16.6,100.0,114.3,122.5,201703
2359,GSW @ ATL 2017-03-06,GSW,240.0,41.0,87.0,0.47100000000000003,20.0,44.0,0.455,17.0,22.0,0.773,13.0,30.0,43.0,33.0,10.0,4.0,14.0,22.0,119.0,,0.615,0.586,0.506,0.253,28.3,68.2,47.8,80.5,10.3,7.4,12.6,100.0,122.5,114.3,201703
2360,GSW @ ATL 2018-03-02,ATL,240.0,38.0,86.0,0.442,15.0,35.0,0.429,18.0,20.0,0.9,3.0,32.0,35.0,21.0,10.0,2.0,19.0,21.0,109.0,,0.575,0.529,0.40700000000000003,0.233,8.3,94.1,50.0,55.3,9.4,4.2,16.7,100.0,102.7,107.5,201803
2361,GSW @ ATL 2018-03-02,GSW,240.0,42.0,79.0,0.532,11.0,31.0,0.355,19.0,22.0,0.8640000000000001,2.0,33.0,35.0,33.0,12.0,5.0,18.0,20.0,114.0,,0.643,0.601,0.392,0.278,5.9,91.7,50.0,78.6,11.3,9.8,16.9,100.0,107.5,102.7,201803
2362,GSW @ BKN 2015-12-06,BKN,240.0,39.0,89.0,0.43799999999999994,5.0,17.0,0.294,15.0,23.0,0.652,11.0,35.0,46.0,21.0,8.0,2.0,13.0,18.0,98.0,,0.494,0.466,0.191,0.258,23.4,77.8,50.0,53.8,8.2,3.8,11.6,100.0,100.1,116.4,201512
2363,GSW @ BKN 2015-12-06,GSW,240.0,44.0,86.0,0.512,14.0,33.0,0.424,12.0,23.0,0.522,10.0,36.0,46.0,25.0,9.0,9.0,12.0,18.0,114.0,,0.593,0.593,0.384,0.267,22.2,76.6,50.0,56.8,9.2,12.5,11.1,100.0,116.4,100.1,201512
2364,GSW @ BKN 2016-12-22,BKN,240.0,38.0,86.0,0.442,13.0,35.0,0.371,12.0,16.0,0.75,7.0,39.0,46.0,22.0,6.0,6.0,26.0,15.0,101.0,,0.5429999999999999,0.517,0.40700000000000003,0.18600000000000003,14.9,78.0,47.4,57.9,5.5,9.0,21.8,100.0,92.3,106.9,201612
2365,GSW @ BKN 2016-12-22,GSW,240.0,47.0,104.0,0.452,12.0,37.0,0.324,11.0,14.0,0.7859999999999999,11.0,40.0,51.0,29.0,19.0,7.0,12.0,19.0,117.0,,0.531,0.51,0.35600000000000004,0.135,22.0,85.1,52.6,61.7,17.4,13.7,9.8,100.0,106.9,92.3,201612
2366,GSW @ BKN 2017-11-19,BKN,240.0,34.0,95.0,0.358,16.0,48.0,0.33299999999999996,27.0,39.0,0.6920000000000001,13.0,39.0,52.0,24.0,7.0,2.0,13.0,21.0,111.0,,0.495,0.442,0.505,0.41100000000000003,20.3,86.7,47.7,70.6,6.4,3.0,10.4,100.0,101.7,108.1,201711
2367,GSW @ BKN 2017-11-19,GSW,240.0,46.0,90.0,0.511,10.0,24.0,0.41700000000000004,16.0,23.0,0.696,6.0,51.0,57.0,29.0,8.0,14.0,15.0,27.0,118.0,,0.589,0.5670000000000001,0.267,0.256,13.3,79.7,52.3,63.0,7.3,29.8,13.0,100.0,108.1,101.7,201711
2368,GSW @ BOS 2015-12-11,BOS,290.0,49.0,114.0,0.43,12.0,33.0,0.364,9.0,16.0,0.563,11.0,40.0,51.0,32.0,7.0,9.0,15.0,30.0,119.0,,0.49200000000000005,0.48200000000000004,0.289,0.14,18.0,70.2,43.2,65.3,5.8,11.8,11.0,100.0,98.1,102.2,201512
2369,GSW @ BOS 2015-12-11,GSW,290.0,42.0,107.0,0.39299999999999996,9.0,31.0,0.29,31.0,39.0,0.795,17.0,50.0,67.0,28.0,10.0,11.0,18.0,22.0,124.0,,0.499,0.435,0.29,0.364,29.8,82.0,56.8,66.7,8.2,13.6,12.7,100.0,102.2,98.1,201512
2370,GSW @ BOS 2016-11-18,BOS,240.0,31.0,83.0,0.373,11.0,32.0,0.344,15.0,19.0,0.789,7.0,36.0,43.0,19.0,6.0,3.0,13.0,12.0,88.0,,0.48200000000000004,0.44,0.386,0.22899999999999998,14.6,80.0,46.2,61.3,6.3,4.8,12.5,100.0,91.9,108.6,201611
2371,GSW @ BOS 2016-11-18,GSW,240.0,44.0,90.0,0.489,9.0,28.0,0.321,7.0,12.0,0.583,9.0,41.0,50.0,33.0,10.0,7.0,11.0,20.0,104.0,,0.546,0.539,0.311,0.133,20.0,85.4,53.8,75.0,10.4,13.7,10.4,100.0,108.6,91.9,201611
2372,GSW @ BOS 2017-11-16,BOS,240.0,26.0,79.0,0.32899999999999996,7.0,32.0,0.21899999999999997,33.0,38.0,0.868,7.0,45.0,52.0,15.0,8.0,5.0,15.0,15.0,92.0,,0.48100000000000004,0.373,0.405,0.48100000000000004,14.9,86.5,52.5,57.7,8.1,10.0,13.5,100.0,92.8,88.8,201711
2373,GSW @ BOS 2017-11-16,GSW,240.0,33.0,82.0,0.402,10.0,32.0,0.313,12.0,19.0,0.632,7.0,40.0,47.0,22.0,9.0,10.0,15.0,24.0,88.0,,0.48700000000000004,0.46299999999999997,0.39,0.23199999999999998,13.5,85.1,47.5,66.7,9.1,21.3,14.2,100.0,88.8,92.8,201711
2374,GSW @ CHA 2015-12-02,CHA,240.0,35.0,94.0,0.37200000000000005,9.0,31.0,0.29,20.0,30.0,0.667,13.0,28.0,41.0,19.0,10.0,7.0,8.0,13.0,99.0,,0.462,0.42,0.33,0.319,23.6,71.8,43.6,54.3,10.2,13.0,6.9,100.0,100.6,117.9,201512
2375,GSW @ CHA 2015-12-02,GSW,240.0,46.0,88.0,0.523,16.0,34.0,0.47100000000000003,8.0,11.0,0.727,11.0,42.0,53.0,31.0,2.0,9.0,18.0,23.0,116.0,,0.625,0.614,0.386,0.125,28.2,76.4,56.4,67.4,2.0,14.3,16.2,100.0,117.9,100.6,201512
2376,GSW @ CHA 2017-01-25,CHA,240.0,38.0,92.0,0.413,7.0,23.0,0.304,20.0,21.0,0.9520000000000001,12.0,31.0,43.0,26.0,6.0,6.0,14.0,18.0,103.0,,0.509,0.451,0.25,0.228,25.0,86.1,51.2,68.4,6.0,11.1,12.1,100.0,103.8,113.9,201701
2377,GSW @ CHA 2017-01-25,GSW,240.0,39.0,82.0,0.47600000000000003,11.0,28.0,0.39299999999999996,24.0,27.0,0.889,5.0,36.0,41.0,23.0,7.0,14.0,12.0,19.0,113.0,,0.602,0.5429999999999999,0.341,0.32899999999999996,13.9,75.0,48.8,59.0,7.1,20.3,11.3,100.0,113.9,103.8,201701
2378,GSW @ CHA 2017-12-06,CHA,240.0,34.0,97.0,0.35100000000000003,6.0,19.0,0.316,13.0,17.0,0.765,14.0,35.0,49.0,17.0,5.0,3.0,12.0,13.0,87.0,,0.41600000000000004,0.381,0.196,0.175,26.4,81.4,51.0,50.0,5.2,5.6,10.3,100.0,90.0,104.4,201712
2379,GSW @ CHA 2017-12-06,GSW,240.0,40.0,84.0,0.47600000000000003,11.0,30.0,0.36700000000000005,10.0,13.0,0.769,8.0,39.0,47.0,26.0,8.0,12.0,15.0,20.0,101.0,,0.563,0.542,0.35700000000000004,0.155,18.6,73.6,49.0,65.0,8.3,15.4,14.3,100.0,104.4,90.0,201712
2380,GSW @ CHI 2016-01-20,CHI,240.0,37.0,100.0,0.37,1.0,20.0,0.05,19.0,24.0,0.792,16.0,33.0,49.0,14.0,4.0,4.0,10.0,17.0,94.0,,0.425,0.375,0.2,0.24,27.1,73.3,47.1,37.8,4.0,6.3,8.3,100.0,93.3,124.1,201601
2381,GSW @ CHI 2016-01-20,GSW,240.0,50.0,95.0,0.526,12.0,32.0,0.375,13.0,20.0,0.65,12.0,43.0,55.0,38.0,8.0,9.0,10.0,17.0,125.0,,0.602,0.589,0.337,0.21100000000000002,26.7,72.9,52.9,76.0,7.9,11.3,8.8,100.0,124.1,93.3,201601
2382,GSW @ CHI 2017-03-02,CHI,240.0,36.0,82.0,0.439,5.0,19.0,0.263,17.0,21.0,0.81,7.0,42.0,49.0,19.0,9.0,5.0,15.0,15.0,94.0,,0.515,0.47,0.23199999999999998,0.256,16.7,87.5,54.4,52.8,9.1,8.6,14.1,100.0,94.7,87.6,201703
2383,GSW @ CHI 2017-03-02,GSW,240.0,34.0,88.0,0.386,6.0,30.0,0.2,13.0,14.0,0.929,6.0,35.0,41.0,23.0,10.0,6.0,15.0,18.0,87.0,,0.462,0.42,0.341,0.159,12.5,83.3,45.6,67.6,10.1,9.5,13.7,100.0,87.6,94.7,201703
2384,GSW @ CHI 2018-01-17,CHI,240.0,45.0,106.0,0.425,10.0,39.0,0.256,12.0,13.0,0.9229999999999999,14.0,35.0,49.0,24.0,10.0,2.0,11.0,19.0,112.0,,0.501,0.47200000000000003,0.368,0.12300000000000001,24.1,87.5,50.0,53.3,9.5,3.9,9.0,100.0,106.8,113.4,201801
2385,GSW @ CHI 2018-01-17,GSW,240.0,42.0,84.0,0.5,13.0,33.0,0.39399999999999996,22.0,25.0,0.88,5.0,44.0,49.0,24.0,5.0,3.0,15.0,16.0,119.0,,0.626,0.5770000000000001,0.39299999999999996,0.298,12.5,75.9,50.0,57.1,4.8,4.5,13.6,100.0,113.4,106.8,201801
2386,GSW @ CLE 2016-01-18,CLE,240.0,37.0,77.0,0.48100000000000004,7.0,19.0,0.368,17.0,25.0,0.68,8.0,28.0,36.0,22.0,3.0,4.0,15.0,25.0,98.0,,0.557,0.526,0.247,0.325,20.5,82.4,49.3,59.5,3.2,8.9,14.6,100.0,103.3,139.2,201601
2387,GSW @ CLE 2016-01-18,GSW,240.0,46.0,85.0,0.541,19.0,40.0,0.475,21.0,27.0,0.778,6.0,31.0,37.0,33.0,7.0,2.0,8.0,25.0,132.0,,0.6809999999999999,0.653,0.47100000000000003,0.318,17.6,79.5,50.7,71.7,7.4,3.4,7.6,100.0,139.2,103.3,201601
2388,GSW @ CLE 2016-06-08,CLE,240.0,48.0,91.0,0.527,12.0,25.0,0.48,12.0,17.0,0.706,17.0,35.0,52.0,23.0,8.0,3.0,13.0,25.0,120.0,,0.609,0.593,0.275,0.187,41.5,81.4,61.9,47.9,8.5,7.0,11.7,100.0,128.1,96.1,201606
2389,GSW @ CLE 2016-06-08,GSW,240.0,32.0,76.0,0.42100000000000004,9.0,33.0,0.273,17.0,26.0,0.654,8.0,24.0,32.0,21.0,5.0,4.0,18.0,23.0,90.0,,0.515,0.48,0.434,0.342,18.6,58.5,38.1,65.6,5.3,6.1,17.1,100.0,96.1,128.1,201606
2390,GSW @ CLE 2016-06-10,CLE,240.0,38.0,81.0,0.469,6.0,25.0,0.24,15.0,26.0,0.5770000000000001,16.0,24.0,40.0,15.0,5.0,6.0,11.0,24.0,97.0,,0.525,0.506,0.309,0.321,35.6,63.2,48.2,39.5,5.9,13.3,10.6,100.0,115.1,128.2,201606
2391,GSW @ CLE 2016-06-10,GSW,240.0,33.0,81.0,0.40700000000000003,17.0,36.0,0.47200000000000003,25.0,31.0,0.8059999999999999,14.0,29.0,43.0,23.0,7.0,6.0,8.0,22.0,108.0,,0.5710000000000001,0.512,0.444,0.38299999999999995,36.8,64.4,51.8,69.7,8.3,10.7,7.8,100.0,128.2,115.1,201606
