match,date_ref,game_full_names,result,odds_away,odds_home,B's,fl_playoff,fl_pre_season,date,team_home,team_away,PTS_home,PTS_away,fl_home_win
MEM @ DAL 2017-11-23,23 Nov 2017,Memphis Grizzlies - Dallas Mavericks,94:95,1.45,2.91,13.0,0,0,2017-11-23,DAL,MEM,94,95,0
MIN @ ORL 2017-11-23,23 Nov 2017,Minnesota Timberwolves - Orlando Magic,124:118,1.37,3.3,13.0,0,0,2017-11-23,ORL,MIN,124,118,1
NOP @ SAS 2017-11-23,23 Nov 2017,New Orleans Pelicans - San Antonio Spurs,107:90,1.87,2.0,13.0,0,0,2017-11-23,SAS,NOP,107,90,1
OKC @ GSW 2017-11-23,23 Nov 2017,Oklahoma City Thunder - Golden State Warriors,108:91,2.93,1.44,13.0,0,0,2017-11-23,GSW,OKC,108,91,1
ATL @ LAC 2017-11-23,23 Nov 2017,Atlanta Hawks - Los Angeles Clippers,103:116,2.28,1.68,13.0,0,0,2017-11-23,LAC,ATL,103,116,0
MIA @ BOS 2017-11-23,23 Nov 2017,Miami Heat - Boston Celtics,104:98,2.06,1.82,13.0,0,0,2017-11-23,BOS,MIA,104,98,1
NYK @ TOR 2017-11-23,23 Nov 2017,New York Knicks - Toronto Raptors,108:100,2.51,1.58,13.0,0,0,2017-11-23,TOR,NYK,108,100,1
CHA @ WAS 2017-11-23,23 Nov 2017,Charlotte Hornets - Washington Wizards,129:124 OT,1.69,2.26,13.0,0,0,2017-11-23,WAS,CHA,129,124,1
CLE @ BKN 2017-11-23,23 Nov 2017,Cleveland Cavaliers - Brooklyn Nets,119:109,1.14,6.48,13.0,0,0,2017-11-23,BKN,CLE,119,109,1
PHI @ POR 2017-11-23,23 Nov 2017,Philadelphia 76ers - Portland Trail Blazers,101:81,1.60,2.45,13.0,0,0,2017-11-23,POR,PHI,101,81,1
LAL @ CHI 2017-11-23,23 Nov 2017,Los Angeles Lakers - Chicago Bulls,103:94,1.45,2.9,13.0,0,0,2017-11-23,CHI,LAL,103,94,1
SAC @ DEN 2017-11-21,21 Nov 2017,Sacramento Kings - Denver Nuggets,98:114,2.76,1.49,13.0,0,0,2017-11-21,DEN,SAC,98,114,0
DAL @ BOS 2017-11-21,21 Nov 2017,Dallas Mavericks - Boston Celtics,102:110 OT,3.35,1.36,13.0,0,0,2017-11-21,BOS,DAL,102,110,0
SAS @ ATL 2017-11-21,21 Nov 2017,San Antonio Spurs - Atlanta Hawks,96:85,1.24,4.4,13.0,0,0,2017-11-21,ATL,SAS,96,85,1
MEM @ POR 2017-11-21,21 Nov 2017,Memphis Grizzlies - Portland Trail Blazers,92:100,1.98,1.89,13.0,0,0,2017-11-21,POR,MEM,92,100,0
MIL @ WAS 2017-11-21,21 Nov 2017,Milwaukee Bucks - Washington Wizards,88:99,1.64,2.36,13.0,0,0,2017-11-21,WAS,MIL,88,99,0
NOP @ OKC 2017-11-21,21 Nov 2017,New Orleans Pelicans - Oklahoma City Thunder,114:107,2.23,1.72,13.0,0,0,2017-11-21,OKC,NOP,114,107,1
NYK @ LAC 2017-11-21,21 Nov 2017,New York Knicks - Los Angeles Clippers,107:85,2.11,1.78,13.0,0,0,2017-11-21,LAC,NYK,107,85,1
CHA @ MIN 2017-11-21,21 Nov 2017,Charlotte Hornets - Minnesota Timberwolves,118:102,1.72,2.21,13.0,0,0,2017-11-21,MIN,CHA,118,102,1
DET @ CLE 2017-11-21,21 Nov 2017,Detroit Pistons - Cleveland Cavaliers,88:116,2.10,1.79,13.0,0,0,2017-11-21,CLE,DET,88,116,0
ORL @ IND 2017-11-21,21 Nov 2017,Orlando Magic - Indiana Pacers,97:105,1.61,2.44,13.0,0,0,2017-11-21,IND,ORL,97,105,0
PHI @ UTA 2017-11-21,21 Nov 2017,Philadelphia 76ers - Utah Jazz,107:86,1.44,2.96,13.0,0,0,2017-11-21,UTA,PHI,107,86,1
LAL @ DEN 2017-11-21,21 Nov 2017,Los Angeles Lakers - Denver Nuggets,127:109,2.76,1.48,13.0,0,0,2017-11-21,DEN,LAL,127,109,1
PHX @ CHI 2017-11-21,21 Nov 2017,Phoenix Suns - Chicago Bulls,113:105,1.73,2.18,13.0,0,0,2017-11-21,CHI,PHX,113,105,1
MIN @ DET 2017-11-20,20 Nov 2017,Minnesota Timberwolves - Detroit Pistons,97:100,1.43,2.95,13.0,0,0,2017-11-20,DET,MIN,97,100,0
BKN @ GSW 2017-11-20,20 Nov 2017,Brooklyn Nets - Golden State Warriors,111:118,6.48,1.13,13.0,0,0,2017-11-20,GSW,BKN,111,118,0
MIA @ IND 2017-11-20,20 Nov 2017,Miami Heat - Indiana Pacers,95:120,1.46,2.84,13.0,0,0,2017-11-20,IND,MIA,95,120,0
TOR @ WAS 2017-11-20,20 Nov 2017,Toronto Raptors - Washington Wizards,100:91,1.37,3.25,13.0,0,0,2017-11-20,WAS,TOR,100,91,1
POR @ SAC 2017-11-20,20 Nov 2017,Portland Trail Blazers - Sacramento Kings,102:90,1.12,6.93,13.0,0,0,2017-11-20,SAC,POR,102,90,1
DAL @ MIL 2017-11-20,20 Nov 2017,Dallas Mavericks - Milwaukee Bucks,111:79,3.08,1.4,13.0,0,0,2017-11-20,MIL,DAL,111,79,1
MEM @ HOU 2017-11-20,20 Nov 2017,Memphis Grizzlies - Houston Rockets,83:105,3.65,1.31,13.0,0,0,2017-11-20,HOU,MEM,83,105,0
ATL @ BOS 2017-11-19,19 Nov 2017,Atlanta Hawks - Boston Celtics,99:110,2.99,1.42,13.0,0,0,2017-11-19,BOS,ATL,99,110,0
PHI @ GSW 2017-11-19,19 Nov 2017,Philadelphia 76ers - Golden State Warriors,116:124,4.44,1.23,13.0,0,0,2017-11-19,GSW,PHI,116,124,0
CHA @ LAC 2017-11-19,19 Nov 2017,Charlotte Hornets - Los Angeles Clippers,102:87,1.50,2.73,13.0,0,0,2017-11-19,LAC,CHA,102,87,1
ORL @ UTA 2017-11-19,19 Nov 2017,Orlando Magic - Utah Jazz,85:125,1.40,3.11,13.0,0,0,2017-11-19,UTA,ORL,85,125,0
DEN @ NOP 2017-11-19,19 Nov 2017,Denver Nuggets - New Orleans Pelicans,146:114,1.53,2.61,13.0,0,0,2017-11-19,NOP,DEN,146,114,1
LAL @ PHX 2017-11-19,19 Nov 2017,Los Angeles Lakers - Phoenix Suns,113:122,1.33,3.55,13.0,0,0,2017-11-19,PHX,LAL,113,122,0
SAC @ POR 2017-11-19,19 Nov 2017,Sacramento Kings - Portland Trail Blazers,86:82,3.32,1.36,13.0,0,0,2017-11-19,POR,SAC,86,82,1
