;team_home;team_away;DATE;DISTANCE_KM_home;DISTANCE_KM_away;DAYS_FROM_LAST_GAME_home;DAYS_FROM_LAST_GAME_away;fl_home_win;team_home_game_num;team_away_game_num;PTS_home;PTS_away;fl_home_win;team_home_game_num;team_away_game_num;D1_DREB_PCT_L5;D2_DREB_PCT_L5;C1_DREB_PCT_L5;C2_DREB_PCT_L5;D1_OPP_OREB_PCT_L5;D2_OPP_OREB_PCT_L5;C1_OPP_OREB_PCT_L5;C2_OPP_OREB_PCT_L5;D1_DREB_L5;D2_DREB_L5;C1_DREB_L5;C2_DREB_L5;D1_PTS_PAINT_L5;D2_PTS_PAINT_L5;C1_PTS_PAINT_L5;C2_PTS_PAINT_L5;D1_OREB_L5;D2_OREB_L5;C1_OREB_L5;C2_OREB_L5;D1_OPP_PTS_OFF_TOV_L5;D2_OPP_PTS_OFF_TOV_L5;C1_OPP_PTS_OFF_TOV_L5;C2_OPP_PTS_OFF_TOV_L5;D1_OPP_PTS_PAINT_L5;D2_OPP_PTS_PAINT_L5;C1_OPP_PTS_PAINT_L5;C2_OPP_PTS_PAINT_L5;D1_EFG_PCT_fourfactors_L5;D2_EFG_PCT_fourfactors_L5;C1_EFG_PCT_fourfactors_L5;C2_EFG_PCT_fourfactors_L5;D1_E_NET_RATING_L5;D2_E_NET_RATING_L5;C1_E_NET_RATING_L5;C2_E_NET_RATING_L5;D1_PCT_PTS_FB_L5;D2_PCT_PTS_FB_L5;C1_PCT_PTS_FB_L5;C2_PCT_PTS_FB_L5;D1_E_OFF_RATING_L5;D2_E_OFF_RATING_L5;C1_E_OFF_RATING_L5;C2_E_OFF_RATING_L5;D1_FG_PCT_L5;D2_FG_PCT_L5;C1_FG_PCT_L5;C2_FG_PCT_L5;D1_PTS_FB_L5;D2_PTS_FB_L5;C1_PTS_FB_L5;C2_PTS_FB_L5;D1_OREB_PCT_fourfactors_L5;D2_OREB_PCT_fourfactors_L5;C1_OREB_PCT_fourfactors_L5;C2_OREB_PCT_fourfactors_L5;D1_PLUS_MINUS_L5;D2_PLUS_MINUS_L5;C1_PLUS_MINUS_L5;C2_PLUS_MINUS_L5;D1_FG_PCT_playertrack_L5;D2_FG_PCT_playertrack_L5;C1_FG_PCT_playertrack_L5;C2_FG_PCT_playertrack_L5;D1_PCT_BLKA_L5;D2_PCT_BLKA_L5;C1_PCT_BLKA_L5;C2_PCT_BLKA_L5;D1_DFG_PCT_L5;D2_DFG_PCT_L5;C1_DFG_PCT_L5;C2_DFG_PCT_L5;D1_N_GAMES_L6_days_L5;D2_N_GAMES_L6_days_L5;D1_WIN_AWAY_PCT_L5;D2_WIN_AWAY_PCT_L5;D1_PIE_L5;D2_PIE_L5;C1_PIE_L5;C2_PIE_L5;D1_N_GAMES_L2_days_L5;D2_N_GAMES_L2_days_L5;D1_OPP_PTS_FB_L5;D2_OPP_PTS_FB_L5;C1_OPP_PTS_FB_L5;C2_OPP_PTS_FB_L5;D1_REB_PCT_L5;D2_REB_PCT_L5;C1_REB_PCT_L5;C2_REB_PCT_L5;D1_OFF_RATING_L5;D2_OFF_RATING_L5;C1_OFF_RATING_L5;C2_OFF_RATING_L5;D1_OPP_PTS_2ND_CHANCE_L5;D2_OPP_PTS_2ND_CHANCE_L5;C1_OPP_PTS_2ND_CHANCE_L5;C2_OPP_PTS_2ND_CHANCE_L5;D1_REB_L5;D2_REB_L5;C1_REB_L5;C2_REB_L5;D1_WIN_PCT_L5;D2_WIN_PCT_L5;D1_STD_DAYS_FROM_LG_L5;D2_STD_DAYS_FROM_LG_L5;D1_DEF_RATING_L5;D2_DEF_RATING_L5;C1_DEF_RATING_L5;C2_DEF_RATING_L5;D1_E_DEF_RATING_L5;D2_E_DEF_RATING_L5;C1_E_DEF_RATING_L5;C2_E_DEF_RATING_L5;D1_CFG_PCT_L5;D2_CFG_PCT_L5;C1_CFG_PCT_L5;C2_CFG_PCT_L5;D1_PCT_OREB_L5;D2_PCT_OREB_L5;C1_PCT_OREB_L5;C2_PCT_OREB_L5;D1_NET_RATING_L5;D2_NET_RATING_L5;C1_NET_RATING_L5;C2_NET_RATING_L5;D1_OPP_EFG_PCT_L5;D2_OPP_EFG_PCT_L5;C1_OPP_EFG_PCT_L5;C2_OPP_EFG_PCT_L5;D1_N_WINS_TOTAL_L5;D2_N_WINS_TOTAL_L5;D1_WIN_HOME_PCT_L5;D2_WIN_HOME_PCT_L5;D1_PCT_DREB_L5;D2_PCT_DREB_L5;C1_PCT_DREB_L5;C2_PCT_DREB_L5;D1_PCT_PTS_PAINT_L5;D2_PCT_PTS_PAINT_L5;C1_PCT_PTS_PAINT_L5;C2_PCT_PTS_PAINT_L5;D1_N_WINS_HOME_L5;D2_N_WINS_HOME_L5;D1_UFG_PCT_L5;D2_UFG_PCT_L5;C1_UFG_PCT_L5;C2_UFG_PCT_L5;D1_BLKA_L5;D2_BLKA_L5;C1_BLKA_L5;C2_BLKA_L5;D1_OREB_PCT_L5;D2_OREB_PCT_L5;C1_OREB_PCT_L5;C2_OREB_PCT_L5;D1_PCT_REB_L5;D2_PCT_REB_L5;C1_PCT_REB_L5;C2_PCT_REB_L5;D1_EFG_PCT_L5;D2_EFG_PCT_L5;C1_EFG_PCT_L5;C2_EFG_PCT_L5
UTA @ SAC 2018-10-17;SAC;UTA;2018-10-17 00:00:00;0.0;857.1004300907857;;;0;1;1;117;123;0;1;1;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0
DEN @ LAC 2018-10-17;LAC;DEN;2018-10-17 00:00:00;0.0;1338.7466857927416;;;0;1;1;98;107;0;1;1;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0
DAL @ PHX 2018-10-17;PHX;DAL;2018-10-17 00:00:00;0.0;1424.8335272040922;;;1;1;1;121;100;1;1;1;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0
LAL @ POR 2018-10-18;POR;LAL;2018-10-18 00:00:00;0.0;1329.5236874263642;;;1;1;1;128;119;1;1;1;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0;0,00000;0,00000;0.0;0.0
MIA @ WAS 2018-10-18;WAS;MIA;2018-10-18 00:00:00;0.0;1484.5115475171744;;1.0;0;1;2;112;113;0;1;2;-0,13560;-0,13560;-0.1356;0.129;-0,06440;-0,06440;-0.0644;0.071;-7,60000;-7,60000;-7.6;7.4;-10,00000;-10,00000;-10.0;9.2;-2,80000;-2,80000;-2.8;2.8;-5,00000;-5,00000;-5.0;2.2;-9,20000;-9,20000;-9.2;10.0;-0,08760;-0,08760;-0.08759999999999998;0.09040000000000001;1,28000;1,28000;1.28;1.28;-0,01580;-0,01580;-0.0158;0.0134;-18,42000;-18,42000;-18.419999999999998;19.68;-0,07840;-0,07840;-0.0784;0.08299999999999999;-1,60000;-1,60000;-1.6;1.4;-0,04520;-0,04520;-0.045200000000000004;0.0474;0,60000;0,60000;0.6;0.6;-0,08300;-0,08300;-0.08299999999999999;0.0784;-0,20000;-0,20000;-0.2;0.2;-0,12500;-0,12500;-0.125;0.1186;-1,00000;-1,00000;0,00000;0,00000;-0,08800;-0,08800;-0.088;0.11200000000000002;-1,00000;-1,00000;-1,40000;-1,40000;-1.4;1.6;-0,10240;-0,10240;-0.1024;0.09759999999999999;-19,62000;-19,62000;-19.619999999999997;20.2;-5,60000;-5,60000;-5.6;2.6;-10,40000;-10,40000;-10.4;10.2;0,00000;0,00000;0,00000;0,00000;-20,20000;-20,20000;-20.2;19.619999999999997;-19,68000;-19,68000;-19.68;18.419999999999998;-0,08100;-0,08100;-0.081;0.0978;-0,20000;-0,20000;-0.2;0.2;0,58000;0,58000;0.58;0.58;-0,09040;-0,09040;-0.09040000000000001;0.08759999999999998;0,00000;0,00000;0,00000;0,00000;-0,20000;-0,20000;-0.2;0.2;-0,09900;-0,09900;-0.099;0.0884;0,00000;0,00000;-0,07240;-0,07240;-0.0724;0.0632;-1,40000;-1,40000;-1.4;1.0;-0,07100;-0,07100;-0.071;0.0644;-0,20000;-0,20000;-0.2;0.2;-0,08760;-0,08760;-0.08759999999999998;0.09040000000000001
CHI @ PHI 2018-10-18;PHI;CHI;2018-10-18 00:00:00;440.3719107839512;1075.2669176229601;2.0;;1;1;1;127;108;1;1;1;0,15000;0,00000;0.16499999999999998;-0.15;0,05000;0,00000;0.034999999999999996;-0.05;8,20000;0,00000;8.6;-8.2;10,00000;0,00000;6.8;-10.0;1,20000;0,00000;2.4;-1.2;2,80000;0,00000;2.2;-2.8;6,80000;0,00000;10.0;-6.8;0,08400;0,00000;0.098;-0.08399999999999999;-3,54000;0,00000;3.54;3.54;0,03680;0,00000;0.0114;-0.0368;16,24000;0,00000;19.78;-16.240000000000002;0,07820;0,00000;0.0866;-0.0782;3,20000;0,00000;1.2;-3.2;0,02100;0,00000;0.0428;-0.020999999999999998;-3,60000;0,00000;3.6;3.6;0,07820;0,00000;0.0866;-0.0782;0,20000;0,00000;0.2;-0.2;0,10900;0,00000;0.126;-0.10900000000000001;1,00000;0,00000;0,00000;0,00000;0,08100;0,00000;0.119;-0.081;1,00000;0,00000;1,20000;0,00000;3.2;-1.2;0,09200;0,00000;0.10800000000000001;-0.092;16,42000;0,00000;20.0;-16.419999999999998;2,80000;0,00000;1.0;-2.8;9,40000;0,00000;11.0;-9.4;0,00000;0,00000;0,00000;0,00000;20,00000;0,00000;16.419999999999998;-20.0;19,78000;0,00000;16.240000000000002;-19.78;0,10320;0,00000;0.0608;-0.1032;0,20000;0,00000;0.2;-0.2;-3,58000;0,00000;3.5799999999999996;3.5799999999999996;0,09800;0,00000;0.08399999999999999;-0.098;0,00000;0,00000;0,00000;0,00000;0,20000;0,00000;0.2;-0.2;0,11500;0,00000;0.0648;-0.11499999999999999;0,00000;0,00000;0,06420;0,00000;0.09459999999999999;-0.06420000000000001;1,00000;0,00000;1.0;-1.0;0,03500;0,00000;0.05;-0.034999999999999996;0,20000;0,00000;0.2;-0.2;0,08400;0,00000;0.098;-0.08399999999999999
CHA @ ORL 2018-10-19;ORL;CHA;2018-10-19 00:00:00;0.0;743.0727424410982;2.0;2.0;0;2;1;88;120;0;2;1;-0,01020;0,12900;-0.003599999999999992;0.03240000000000001;0,01020;0,07100;0.003599999999999999;-0.03239999999999999;1,00000;7,40000;1.1999999999999993;1.799999999999999;0,00000;9,20000;0.8000000000000007;2.0;1,00000;2,80000;0.9999999999999998;-0.5999999999999996;-1,60000;2,20000;1.2000000000000002;2.2;-1,20000;10,00000;-2.0;-0.8000000000000007;-0,01620;0,09040;-0.019000000000000003;0.024800000000000003;1,44000;1,28000;-1.12;-1.12;-0,00620;0,01340;-0.003799999999999998;0.0078;-1,92000;19,68000;-3.1800000000000033;2.1000000000000014;-0,00620;0,08300;-0.010800000000000004;0.01580000000000001;-0,80000;1,40000;-0.6000000000000001;1.0;0,01580;0,04740;0.013600000000000001;0.0003999999999999976;0,80000;0,60000;-0.39999999999999997;-0.39999999999999997;-0,01080;0,07840;-0.006200000000000011;0.0204;0,00000;0,20000;0.0;0.0;-0,00940;0,11860;-0.0030000000000000027;0.005199999999999996;0,00000;1,00000;0,00000;0,00000;0,01740;0,11200;-0.006599999999999995;-0.006600000000000009;0,00000;1,00000;-0,80000;1,60000;-1.0;0.6000000000000001;0,01420;0,09760;0.019000000000000003;0.019000000000000003;-1,34000;20,20000;-1.9200000000000017;1.5400000000000027;0,00000;2,60000;2.9999999999999996;-1.2000000000000002;2,00000;10,20000;2.200000000000001;1.200000000000001;1,00000;1,00000;0,00000;0,00000;-2,12000;19,62000;-1.5400000000000027;1.9200000000000017;-3,36000;18,42000;-2.1000000000000014;3.1800000000000033;-0,00220;0,09780;-0.019000000000000003;0.015799999999999995;0,00000;0,20000;0.0;0.0;0,78000;0,58000;-0.37999999999999995;-0.37999999999999995;-0,02760;0,08760;-0.024800000000000003;0.019000000000000003;1,00000;1,00000;1,00000;1,00000;0,00000;0,20000;0.0;0.0;0,00620;0,08840;0.016799999999999995;0.01079999999999999;1,00000;1,00000;-0,01760;0,06320;-0.00839999999999999;0.024399999999999977;0,20000;1,00000;0.5999999999999999;0.8;0,02580;0,06440;0.03239999999999999;-0.003599999999999999;0,00000;0,20000;0.0;0.0;-0,01620;0,09040;-0.019000000000000003;0.024800000000000003
NYK @ BKN 2018-10-19;BKN;NYK;2018-10-19 00:00:00;803.1003631278382;7.696579787948298;2.0;2.0;1;1;1;107;105;1;1;1;-0,02200;0,00000;-0.005199999999999982;0.0069999999999999785;0,02200;0,00000;0.005200000000000003;-0.006999999999999992;-0,40000;0,00000;-0.7999999999999998;0.7999999999999998;3,20000;0,00000;1.1999999999999993;-1.1999999999999993;-1,00000;0,00000;0.7999999999999998;0.3999999999999999;2,40000;0,00000;0.0;0.5999999999999996;-0,80000;0,00000;1.1999999999999993;-1.1999999999999993;0,00060;0,00000;-0.0116;-0.0013999999999999985;-3,38000;0,00000;-1.86;-1.86;-0,00140;0,00000;0.005999999999999998;0.0046;-2,32000;0,00000;-1.5600000000000023;-0.3000000000000007;0,00660;0,00000;-0.006199999999999997;-0.006399999999999989;-0,60000;0,00000;0.19999999999999973;0.6000000000000001;-0,01260;0,00000;0.016600000000000004;0.005599999999999997;-4,40000;0,00000;-3.1999999999999997;-3.1999999999999997;-0,00640;0,00000;0.006399999999999989;0.006199999999999997;0,00000;0,00000;0.0;0.0;0,01260;0,00000;-0.0194;-0.019000000000000003;0,00000;0,00000;0,00000;0,00000;-0,01440;0,00000;-0.023599999999999982;-0.023599999999999996;0,00000;0,00000;0,20000;0,00000;-0.6000000000000001;-0.19999999999999973;-0,00960;0,00000;0.00040000000000001146;0.00040000000000001146;-2,70000;0,00000;-1.8999999999999986;-0.8599999999999994;1,80000;0,00000;-0.5999999999999999;-0.20000000000000018;-1,40000;0,00000;0.0;1.2000000000000002;-1,00000;0,00000;0,00000;0,00000;1,66000;0,00000;0.8599999999999994;1.8999999999999986;1,06000;0,00000;0.3000000000000007;1.5600000000000023;-0,00700;0,00000;0.008799999999999988;0.02579999999999999;0,00000;0,00000;0.0;0.0;-4,36000;0,00000;-2.76;-2.76;-0,01080;0,00000;0.0013999999999999985;0.0116;-1,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0.0;0.0;0,05260;0,00000;0.02940000000000001;-0.019799999999999998;-1,00000;0,00000;-0,00420;0,00000;0.006800000000000028;-0.01440000000000001;0,40000;0,00000;0.4;0.19999999999999996;-0,00980;0,00000;0.006999999999999992;-0.005200000000000003;0,00000;0,00000;0.0;0.0;0,00060;0,00000;-0.0116;-0.0013999999999999985
BOS @ TOR 2018-10-19;TOR;BOS;2018-10-19 00:00:00;0.0;692.4668906102548;2.0;3.0;1;2;1;113;101;1;2;1;-0,03740;0,12760;-0.00739999999999999;0.022400000000000003;0,03740;0,07240;0.007400000000000004;-0.022400000000000003;-1,60000;7,00000;-1.5999999999999996;1.1999999999999993;4,40000;11,20000;1.2000000000000002;-1.1999999999999993;-0,80000;1,60000;0.3999999999999999;-0.40000000000000013;-1,00000;1,20000;1.0;1.5999999999999999;-2,00000;8,00000;1.1999999999999993;-1.2000000000000002;0,01500;0,11300;-0.009800000000000003;-0.028999999999999998;-0,94000;2,60000;-6.140000000000001;-6.140000000000001;0,02660;0,03800;0.023200000000000005;-0.0011999999999999997;2,78000;22,56000;0.17999999999999972;-6.319999999999997;0,01120;0,09780;-0.006599999999999995;-0.019599999999999992;3,20000;4,40000;2.4000000000000004;-1.2000000000000002;-0,01200;0,03080;0.005400000000000009;-0.009800000000000003;-1,20000;2,40000;-6.0;-6.0;-0,00660;0,08000;0.011200000000000002;-0.001799999999999996;0,00000;0,20000;0.0;0.0;0,00740;0,13340;-0.0208;-0.024400000000000005;0,00000;1,00000;0,00000;0,00000;-0,00200;0,11700;-0.036000000000000004;-0.03599999999999999;1,00000;1,00000;0,40000;3,60000;1.2000000000000002;-2.4000000000000004;-0,02080;0,08720;0.004799999999999971;0.004799999999999999;3,20000;23,20000;0.8000000000000007;-6.780000000000001;2,40000;3,40000;0.6000000000000001;-0.6000000000000001;-2,40000;8,60000;-1.1999999999999993;0.8000000000000007;0,00000;1,00000;0,00000;0,00000;4,38000;20,80000;6.780000000000001;-0.8000000000000007;3,72000;19,96000;6.319999999999997;-0.17999999999999972;0,03160;0,09240;0.054999999999999986;0.01079999999999999;0,00000;0,20000;0.0;0.0;-1,18000;2,40000;-5.9799999999999995;-5.9799999999999995;0,00420;0,08820;0.028999999999999998;0.009800000000000003;0,00000;1,00000;0,00000;1,00000;0,00000;0,20000;0.0;0.0;0,03180;0,09660;0.012200000000000003;0.0184;0,00000;1,00000;-0,02500;0,06960;-0.012199999999999989;-0.005399999999999988;-1,00000;0,00000;0.3999999999999999;1.0;-0,00760;0,04240;0.022400000000000003;-0.007400000000000004;0,00000;0,20000;0.0;0.0;0,01500;0,11300;-0.009800000000000003;-0.028999999999999998
ATL @ MEM 2018-10-19;MEM;ATL;2018-10-19 00:00:00;618.1744613681866;541.6361522273776;2.0;2.0;1;1;2;131;117;1;1;2;-0,02520;-0,13800;0.013600000000000029;0.040200000000000014;0,02520;-0,06200;-0.013600000000000001;-0.0402;-3,40000;-7,60000;1.200000000000001;3.0;-8,80000;-12,00000;0.0;6.8;0,00000;-1,40000;1.2000000000000002;0.6000000000000001;-2,60000;-5,80000;-3.5999999999999996;-0.40000000000000036;2,00000;-10,00000;-6.8;0.0;-0,03080;-0,10220;0.023200000000000012;0.0316;-3,86000;2,62000;9.1;9.1;-0,00620;-0,02060;0.015399999999999997;0.0029999999999999975;-1,90000;-18,62000;4.580000000000002;4.520000000000003;-0,03160;-0,09120;0.022000000000000006;0.0314;-1,00000;-2,20000;1.7999999999999998;1.0000000000000002;-0,00480;-0,02740;0.0392;0.011799999999999998;-1,80000;3,80000;9.399999999999999;9.399999999999999;-0,03140;-0,09100;0.02220000000000001;0.0316;0,00000;-0,20000;0.0;0.0;0,03760;-0,11860;-0.036199999999999996;-0.031199999999999978;0,00000;-1,00000;0,00000;0,00000;-0,02380;-0,08100;0.06180000000000001;0.06179999999999999;0,00000;-1,00000;1,80000;-2,20000;-1.0000000000000002;-1.7999999999999998;-0,02220;-0,09540;0.031399999999999983;0.0314;-1,46000;-18,94000;4.179999999999996;5.02;-0,20000;-4,00000;-1.7999999999999998;-1.4;-3,40000;-9,00000;2.4000000000000004;3.5999999999999996;0,00000;0,00000;0,00000;0,00000;0,62000;-22,50000;-5.02;-4.179999999999996;1,96000;-21,24000;-4.520000000000003;-4.580000000000002;-0,06080;-0,11220;0.02499999999999998;0.04200000000000001;0,00000;-0,20000;0.0;0.0;-2,10000;3,56000;9.22;9.22;0,02240;-0,10300;-0.0316;-0.023200000000000012;0,00000;0,00000;0,00000;0,00000;0,00000;-0,20000;0.0;0.0;-0,07360;-0,11220;-0.0040000000000000036;0.040799999999999996;0,00000;0,00000;-0,00360;-0,06900;0.026800000000000004;0.022199999999999984;0,20000;-1,20000;-0.6;-0.7999999999999999;0,00140;-0,04700;0.0402;0.013600000000000001;0,00000;-0,20000;0.0;0.0;-0,03080;-0,10220;0.023200000000000012;0.0316
CLE @ MIN 2018-10-19;MIN;CLE;2018-10-19 00:00:00;1784.8445750531725;1016.475879633193;2.0;2.0;1;1;2;131;123;1;1;2;-0,04340;-0,15760;-0.025599999999999984;0.013399999999999981;0,04340;-0,04240;0.025600000000000005;-0.013399999999999995;-0,60000;-7,00000;-0.40000000000000036;0.5999999999999996;2,80000;-8,00000;-1.5999999999999996;0.3999999999999986;0,00000;-2,80000;1.0;-1.1999999999999997;-1,00000;-3,20000;-1.6;-1.0000000000000002;-4,80000;-11,20000;-0.3999999999999986;1.5999999999999996;0,00420;-0,08820;0.009599999999999997;0.02059999999999998;1,54000;2,60000;3.66;3.66;-0,00500;-0,03460;-0.02040000000000001;0.008399999999999994;1,66000;-19,96000;2.719999999999999;0.9400000000000013;0,00580;-0,08000;0.0059999999999999915;0.011999999999999997;-0,40000;-3,60000;-2.0;1.2000000000000002;0,00460;-0,04820;0.019599999999999992;-0.022;1,60000;2,40000;3.2;3.2;-0,01180;-0,09780;-0.011999999999999997;-0.0059999999999999915;0,00000;-0,20000;0.0;0.0;0,01480;-0,10520;-0.0011999999999999927;0.013400000000000023;0,00000;-1,00000;0,00000;0,00000;0,01560;-0,08300;0.018400000000000014;0.0184;0,00000;-1,00000;-2,80000;-4,40000;-1.2000000000000002;2.0;-0,02100;-0,11280;-0.004599999999999979;-0.004599999999999993;1,70000;-20,80000;2.0599999999999987;0.6999999999999993;3,40000;-1,60000;1.1999999999999997;-1.6;-0,60000;-9,80000;0.5999999999999996;-0.5999999999999996;0,00000;0,00000;0,00000;0,00000;-0,34000;-23,20000;-0.6999999999999993;-2.0599999999999987;0,12000;-22,56000;-0.9400000000000013;-2.719999999999999;-0,01580;-0,11580;-0.031599999999999975;-0.007599999999999996;0,00000;-0,20000;0.0;0.0;2,04000;2,40000;2.76;2.76;-0,01520;-0,11300;-0.02059999999999998;-0.009599999999999997;0,00000;0,00000;0,00000;0,00000;0,00000;-0,20000;0.0;0.0;0,02300;-0,07700;-0.01979999999999999;-0.003400000000000014;0,00000;0,00000;-0,00440;-0,08240;0.004400000000000001;-0.008400000000000005;-0,60000;-1,40000;-0.9999999999999999;-0.8;-0,00440;-0,07240;0.013399999999999995;-0.025600000000000005;0,00000;-0,20000;0.0;0.0;0,00420;-0,08820;0.009599999999999997;0.02059999999999998
